asap1_id,name1,,name1_shr,asap0_id,name0,name0_shr,rs_m_s,rs_m_e,rs2_m_s,rs2_m_e,,
2412,Valparaiso,,Valparaiso,1,Chile,Chile,,,,,,
400,Anhui Sheng,,Anhui Sheng,62,China,China,,,,,,
921,Beijing Shi,,Beijing Shi,62,China,China,,,,,,
923,Chongqing Shi,,Chongqing Shi,62,China,China,,,,,,
895,Fujian Sheng,,Fujian Sheng,62,China,China,,,,,,
924,Gansu Sheng,,Gansu Sheng,62,China,China,,,,,,
900,Guangdong Sheng,,Guangdong Sheng,62,China,China,,,,,,
902,Guangxi Zhuangzu Zizhiqu,,Guangxi Z.Z.,62,China,China,,,,,,
901,Guizhou Sheng,,Guizhou Sheng,62,China,China,,,,,,
903,Hainan Sheng,,Hainan Sheng,62,China,China,,,,,,
893,Hebei Sheng,,Hebei Sheng,62,China,China,,,,,,
904,Heilongjiang Sheng,,Heilongjiang S.,62,China,China,,,,,,
925,Henan Sheng,,Henan Sheng,62,China,China,,,,,,
927,Hubei Sheng,,Hubei Sheng,62,China,China,,,,,,
209,Hunan Sheng,,Hunan Sheng,62,China,China,,,,,,
425,Jiangsu Sheng,,Jiangsu Sheng,62,China,China,,,,,,
432,Jiangxi Sheng,,Jiangxi Sheng,62,China,China,,,,,,
706,Jilin Sheng,,Jilin Sheng,62,China,China,,,,,,
825,Liaoning Sheng,,Liaoning Sheng,62,China,China,,,,,,
910,Nei Mongol Zizhiqu,,Nei Mongol Z.,62,China,China,,,,,,
931,Ningxia Huizu Zizhiqu,,Ningxia Huizu Z.,62,China,China,,,,,,
922,Qinghai Sheng,,Qinghai Sheng,62,China,China,,,,,,
932,Shaanxi Sheng,,Shaanxi Sheng,62,China,China,,,,,,
933,Shandong Sheng,,Shandong Sheng,62,China,China,,,,,,
934,Shanghai Shi,,Shanghai Shi,62,China,China,,,,,,
936,Shanxi Sheng,,Shanxi Sheng,62,China,China,,,,,,
938,Sichuan Sheng,,Sichuan Sheng,62,China,China,,,,,,
939,Tianjin Shi,,Tianjin Shi,62,China,China,,,,,,
926,Xinjiang Uygur Zizhiqu,,Xinjiang U.Z.,62,China,China,,,,,,
941,Xizang Zizhiqu,,Xizang Zizhiqu,62,China,China,,,,,,
945,Yunnan Sheng,,Yunnan Sheng,62,China,China,,,,,,
930,Zhejiang Sheng,,Zhejiang Sheng,62,China,China,,,,,,
674,China/India,,China/India,109,China/India,China/India,,,,,,
946,Amazonas,,Amazonas,192,Colombia,Colombia,,,,,,
940,Antioquia,,Antioquia,192,Colombia,Colombia,,,,,,
948,Arauca,,Arauca,192,Colombia,Colombia,,,,,,
951,Atlantico,,Atlantico,192,Colombia,Colombia,,,,,,
935,Bolivar,,Bolivar,192,Colombia,Colombia,,,,,,
473,Boyaca,,Boyaca,192,Colombia,Colombia,,,,,,
952,Caldas,,Caldas,192,Colombia,Colombia,,,,,,
953,Caqueta,,Caqueta,192,Colombia,Colombia,,,,,,
474,Casanare,,Casanare,192,Colombia,Colombia,,,,,,
950,Cauca,,Cauca,192,Colombia,Colombia,,,,,,
928,Cesar,,Cesar,192,Colombia,Colombia,,,,,,
942,Choco,,Choco,192,Colombia,Colombia,,,,,,
954,Cordoba,,Cordoba,192,Colombia,Colombia,,,,,,
254,Cundinamarca,,Cundinamarca,192,Colombia,Colombia,,,,,,
955,Guainia,,Guainia,192,Colombia,Colombia,,,,,,
947,Guajira,,Guajira,192,Colombia,Colombia,,,,,,
949,Guaviare,,Guaviare,192,Colombia,Colombia,,,,,,
956,Huila,,Huila,192,Colombia,Colombia,,,,,,
916,Magdalena,,Magdalena,192,Colombia,Colombia,,,,,,
78,Meta,,Meta,192,Colombia,Colombia,,,,,,
73,Norte De Santander,,N. De Santander,192,Colombia,Colombia,,,,,,
79,Narino,,Narino,192,Colombia,Colombia,,,,,,
74,Putumayo,,Putumayo,192,Colombia,Colombia,,,,,,
957,Quindio,,Quindio,192,Colombia,Colombia,,,,,,
959,Risaralda,,Risaralda,192,Colombia,Colombia,,,,,,
374,Santander,,Santander,192,Colombia,Colombia,,,,,,
963,Sucre,,Sucre,192,Colombia,Colombia,,,,,,
918,Tolima,,Tolima,192,Colombia,Colombia,,,,,,
960,Valle Del Cauca,,Valle Del Cauca,192,Colombia,Colombia,,,,,,
86,Vaupes,,Vaupes,192,Colombia,Colombia,,,,,,
422,Vichada,,Vichada,192,Colombia,Colombia,,,,,,
667,Comoros,,Comoros,30,Comoros,Comoros,,,,,,
423,Bouenza,,Bouenza,142,Congo,Congo,,,,,,
88,Cuvette,,Cuvette,142,Congo,Congo,,,,,,
65,Cuvette Ovest,,Cuvette Ovest,142,Congo,Congo,,,,,,
964,Kouilou,,Kouilou,142,Congo,Congo,,,,,,
962,Lekoumou,,Lekoumou,142,Congo,Congo,,,,,,
943,Likouala,,Likouala,142,Congo,Congo,,,,,,
779,Niari,,Niari,142,Congo,Congo,,,,,,
92,Plateaux,,Plateaux,142,Congo,Congo,,,,,,
249,Pool,,Pool,142,Congo,Congo,,,,,,
94,Sangha,,Sangha,142,Congo,Congo,,,,,,
961,Alajuela,,Alajuela,182,Costa Rica,Costa Rica,,,,,,
965,Cartago,,Cartago,182,Costa Rica,Costa Rica,,,,,,
966,Guanacaste,,Guanacaste,182,Costa Rica,Costa Rica,,,,,,
969,Heredia,,Heredia,182,Costa Rica,Costa Rica,,,,,,
973,Limon,,Limon,182,Costa Rica,Costa Rica,,,,,,
972,Puntarenas,,Puntarenas,182,Costa Rica,Costa Rica,,,,,,
974,San Jose,,San Jose,182,Costa Rica,Costa Rica,,,,,,
672,Croatia,,Croatia,4,Croatia,Croatia,,,,,,
976,Camaguey,,Camaguey,35,Cuba,Cuba,,,,,,
977,Ciego De Avila,,Ciego De Avila,35,Cuba,Cuba,,,,,,
983,Cienfuegos,,Cienfuegos,35,Cuba,Cuba,,,,,,
987,Granma,,Granma,35,Cuba,Cuba,,,,,,
985,Guantanamo,,Guantanamo,35,Cuba,Cuba,,,,,,
986,Holguin,,Holguin,35,Cuba,Cuba,,,,,,
786,Isla De La Juventud,,Isla Juventud,35,Cuba,Cuba,,,,,,
186,Ciudad De La Habana,,La Habana,35,Cuba,Cuba,,,,,,
807,La Habana,,La Habana,35,Cuba,Cuba,,,,,,
988,Las Tunas,,Las Tunas,35,Cuba,Cuba,,,,,,
989,Matanzas,,Matanzas,35,Cuba,Cuba,,,,,,
990,Pinar Del Rio,,Pinar Del Rio,35,Cuba,Cuba,,,,,,
992,Sancti Spiritus,,Sancti Spiritus,35,Cuba,Cuba,,,,,,
994,Santiago De Cuba,,Santiago De Cuba,35,Cuba,Cuba,,,,,,
996,Villa Clara,,Villa Clara,35,Cuba,Cuba,,,,,,
655,Cyprus,,Cyprus,25,Cyprus,Cyprus,,,,,,
998,Jihocesky,,Jihocesky,207,Czech Republic,Czech Republic,,,,,,
968,Jihomoravsky,,Jihomoravsky,207,Czech Republic,Czech Republic,,,,,,
970,Praha,,Praha,207,Czech Republic,Czech Republic,,,,,,
971,Severocesky,,Severocesky,207,Czech Republic,Czech Republic,,,,,,
979,Severomoravsky,,Severomoravsky,207,Czech Republic,Czech Republic,,,,,,
980,Stredocesky,,Stredocesky,207,Czech Republic,Czech Republic,,,,,,
981,Vychodocesky,,Vychodocesky,207,Czech Republic,Czech Republic,,,,,,
982,Zapadocesky,,Zapadocesky,207,Czech Republic,Czech Republic,,,,,,
10120,Bas-Uele,,Bas-Uele,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10126,Equateur,,Equateur,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10133,Haut-Katanga,,Haut-Katanga,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10117,Haut-Lomami,,Haut-Lomami,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10121,Haut-Uele,,Haut-Uele,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10122,Ituri,,Ituri,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10125,Kasai,,Kasai,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10127,Kasai-Central,,Kasai-Central,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10128,Kasai-Oriental,,Kasai-Oriental,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10119,Kinshasa,,Kinshasa,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10138,Kongo-Central,,Kongo-Central,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10113,Kwango,,Kwango,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10124,Kwilu,,Kwilu,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10129,Lomami,,Lomami,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10132,Lualaba,,Lualaba,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10123,Mai-Ndombe,,Mai-Ndombe,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10130,Maniema,,Maniema,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10114,Mongala,,Mongala,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10137,North Kivu,,North Kivu,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10135,North Ubangi,,North Ubangi,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10116,Sankuru,,Sankuru,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10136,South Kivu,,South Kivu,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10176,South Kivu - Lake Tanganyika,,South Kivu L,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10134,South Ubangi,,South Ubangi,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10118,Tanganyika,,Tanganyika,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10175,Tanganyika - Lake,,Tanganyika L,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10131,Tshopo,,Tshopo,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
10115,Tshuapa,,Tshuapa,157,Democratic Republic of the Congo,D.R. Congo,,,,,,
670,Denmark,,Denmark,38,Denmark,Denmark,,,,,,
26,Djibouti,,Djibouti,43,Djibouti,Djibouti,,,,,,
220,Dominica,,Dominica,22,Dominica,Dominica,,,,,,
675,Dominican Republic,,Dominican R.,143,Dominican Republic,Dominican R.,,,,,,
8,Azuay,,Azuay,83,Ecuador,Ecuador,,,,,,
10,Bolivar,,Bolivar,83,Ecuador,Ecuador,,,,,,
11,Canar,,Canar,83,Ecuador,Ecuador,,,,,,
1018,Carchi,,Carchi,83,Ecuador,Ecuador,,,,,,
1015,Chimborazo,,Chimborazo,83,Ecuador,Ecuador,,,,,,
1017,Cotopaxi,,Cotopaxi,83,Ecuador,Ecuador,,,,,,
991,El Oro,,El Oro,83,Ecuador,Ecuador,,,,,,
999,Esmeraldas,,Esmeraldas,83,Ecuador,Ecuador,,,,,,
975,Galapagos,,Galapagos,83,Ecuador,Ecuador,,,,,,
2232,Guayas,,Guayas,83,Ecuador,Ecuador,,,,,,
978,Imbabura,,Imbabura,83,Ecuador,Ecuador,,,,,,
40,Loja,,Loja,83,Ecuador,Ecuador,,,,,,
1000,Los Rios,,Los Rios,83,Ecuador,Ecuador,,,,,,
1010,Manabi,,Manabi,83,Ecuador,Ecuador,,,,,,
1011,Morona Santiago,,Morona Santiago,83,Ecuador,Ecuador,,,,,,
1012,Napo,,Napo,83,Ecuador,Ecuador,,,,,,
1013,Orellana,,Orellana,83,Ecuador,Ecuador,,,,,,
1014,Pastaza,,Pastaza,83,Ecuador,Ecuador,,,,,,
2211,Pichincha,,Pichincha,83,Ecuador,Ecuador,,,,,,
2233,Santa Elena,,Santa Elena,83,Ecuador,Ecuador,,,,,,
87,Sucumbios,,Sucumbios,83,Ecuador,Ecuador,,,,,,
2234,Santo Domingo de los Tsachilas,,Tsachilas,83,Ecuador,Ecuador,,,,,,
1019,Tungurahua,,Tungurahua,83,Ecuador,Ecuador,,,,,,
49,Zamora Chinchipe,,Zamora Chinchipe,83,Ecuador,Ecuador,,,,,,
248,Zona No Delimitada,,Zona No Del.,83,Ecuador,Ecuador,,,,,,
2324,Alexandria,,Alexandria,79,Egypt,Egypt,,,,,,
2326,Assiut,,Assiut,79,Egypt,Egypt,,,,,,
2330,Aswan,,Aswan,79,Egypt,Egypt,,,,,,
2332,Behera,,Behera,79,Egypt,Egypt,,,,,,
2333,Beni Suef,,Beni Suef,79,Egypt,Egypt,,,,,,
2297,Cairo,,Cairo,79,Egypt,Egypt,,,,,,
2334,Dakahlia,,Dakahlia,79,Egypt,Egypt,,,,,,
263,Damietta,,Damietta,79,Egypt,Egypt,,,,,,
2304,Fayoum,,Fayoum,79,Egypt,Egypt,,,,,,
2335,Gharbia,,Gharbia,79,Egypt,Egypt,,,,,,
2302,Giza,,Giza,79,Egypt,Egypt,,,,,,
2323,Ismailia,,Ismailia,79,Egypt,Egypt,,,,,,
2338,Kafr El-Shikh,,Kafr El-Shikh,79,Egypt,Egypt,,,,,,
2340,Kalyoubia,,Kalyoubia,79,Egypt,Egypt,,,,,,
390,Luxor,,Luxor,79,Egypt,Egypt,,,,,,
2341,Matrouh,,Matrouh,79,Egypt,Egypt,,,,,,
2343,Menia,,Menia,79,Egypt,Egypt,,,,,,
2344,Menoufia,,Menoufia,79,Egypt,Egypt,,,,,,
2345,New Valley,,New Valley,79,Egypt,Egypt,,,,,,
2347,North Sinai,,North Sinai,79,Egypt,Egypt,,,,,,
2349,Port Said,,Port Said,79,Egypt,Egypt,,,,,,
2350,Qena,,Qena,79,Egypt,Egypt,,,,,,
2328,Red Sea,,Red Sea,79,Egypt,Egypt,,,,,,
2351,Shrkia,,Shrkia,79,Egypt,Egypt,,,,,,
2352,South Sinai,,South Sinai,79,Egypt,Egypt,,,,,,
2355,Suez,,Suez,79,Egypt,Egypt,,,,,,
2360,Suhag,,Suhag,79,Egypt,Egypt,,,,,,
10090,Central,,Central,52,El Salvador,El Salvador,,,,,,
10092,Coastal,,Coastal,52,El Salvador,El Salvador,,,,,,
10093,Eastern,,Eastern,52,El Salvador,El Salvador,,,,,,
10091,Northern,,Northern,52,El Salvador,El Salvador,,,,,,
10089,Western,,Western,52,El Salvador,El Salvador,,,,,,
165,Bioko Norte,,Bioko Norte,196,Equatorial Guinea,Equat. Guinea,,,,,,
1020,Bioko Sur,,Bioko Sur,196,Equatorial Guinea,Equat. Guinea,,,,,,
1022,Centro Sur,,Centro Sur,196,Equatorial Guinea,Equat. Guinea,,,,,,
1021,Kientem,,Kientem,196,Equatorial Guinea,Equat. Guinea,,,,,,
1026,Litoral,,Litoral,196,Equatorial Guinea,Equat. Guinea,,,,,,
1027,Welenzas,,Welenzas,196,Equatorial Guinea,Equat. Guinea,,,,,,
1024,Anseba,,Anseba,96,Eritrea,Eritrea,,,,,,
211,Archipelagos,,Archipelagos,96,Eritrea,Eritrea,,,,,,
1025,Debub,,Debub,96,Eritrea,Eritrea,,,,,,
1028,Debubawi Keih Bahri,,Debubawi K.B.,96,Eritrea,Eritrea,,,,,,
1023,Gash Barka,,Gash Barka,96,Eritrea,Eritrea,,,,,,
1029,Maekel,,Maekel,96,Eritrea,Eritrea,,,,,,
1030,Semenawi Keih Bahri,,Semenawi K.B.,96,Eritrea,Eritrea,,,,,,
657,Estonia,,Estonia,154,Estonia,Estonia,,,,,,
695,Eswatini,,Eswatini,210,Eswatini,Eswatini,,,,,,
10066,Afar 1,Afar,Afar 1,185,Ethiopia,Ethiopia,6,9,3,5,,
10017,Afar 2,Afar,Afar 2,185,Ethiopia,Ethiopia,6,9,3,5,,
10069,Afar 3,Afar,Afar 3,185,Ethiopia,Ethiopia,6,9,3,5,,
10067,Afar 4,Afar,Afar 4,185,Ethiopia,Ethiopia,6,9,3,5,,
10068,Afar 5,Afar,Afar 5,185,Ethiopia,Ethiopia,6,9,3,5,,
10030,Afder,Somali,Afder,185,Ethiopia,Ethiopia,3,5,10,12,,
10012,Agnuak,Gambela,Agnuak,185,Ethiopia,Ethiopia,,,,,,
10033,Alaba,SNNPR,Alaba,185,Ethiopia,Ethiopia,,,,,,
10057,Arsi,Oromia,Arsi,185,Ethiopia,Ethiopia,3,5,10,12,,
10021,Asosa,B. Gumuz,Asosa,185,Ethiopia,Ethiopia,,,,,,
10050,Awi Agew,Amhara,Awi Agew,185,Ethiopia,Ethiopia,,,,,,
10058,Bale,Oromia,Bale,185,Ethiopia,Ethiopia,3,5,10,12,,
10035,Basketo,SNNPR,Basketo,185,Ethiopia,Ethiopia,,,,,,
10064,Bench Maji,SNNPR,Bench Maji,185,Ethiopia,Ethiopia,,,,,,
10026,Borena,Oromia,Borena,185,Ethiopia,Ethiopia,3,5,10,12,,
9996,Central,,Central,185,Ethiopia,Ethiopia,,,,,,
10039,Dawro,SNNPR,Dawro,185,Ethiopia,Ethiopia,,,,,,
10015,Dire Dawa,Dire Dawa,Dire Dawa,185,Ethiopia,Ethiopia,,,,,,
10020,Doolo,Somali,Doolo,185,Ethiopia,Ethiopia,3,5,10,12,,
9998,East Gojam,Amhara,East Gojam,185,Ethiopia,Ethiopia,,,,,,
10037,East Harerge,Oromia,East Harerge,185,Ethiopia,Ethiopia,3,5,10,12,,
10013,East Shewa,Oromia,East Shewa,185,Ethiopia,Ethiopia,3,5,10,12,,
10014,East Wellega,Oromia,East Wellega,185,Ethiopia,Ethiopia,3,5,10,12,,
9997,Eastern,,Eastern,185,Ethiopia,Ethiopia,,,,,,
10034,Fafan,Somali,Fafan,185,Ethiopia,Ethiopia,3,5,10,12,,
10008,Gamo Gofa,SNNPR,Gamo Gofa,185,Ethiopia,Ethiopia,,,,,,
10024,Gedio,SNNPR,Gedio,185,Ethiopia,Ethiopia,,,,,,
10038,Guji,Oromia,Guji,185,Ethiopia,Ethiopia,3,5,10,12,,
10041,Gurage,SNNPR,Gurage,185,Ethiopia,Ethiopia,,,,,,
10028,Hadiya,SNNPR,Hadiya,185,Ethiopia,Ethiopia,,,,,,
10016,Hareri,Harari,Hareri,185,Ethiopia,Ethiopia,,,,,,
10059,Horo Guduru,Oromia,Horo Guduru,185,Ethiopia,Ethiopia,3,5,10,12,,
10060,Ilubabor,Oromia,Ilubabor,185,Ethiopia,Ethiopia,3,5,10,12,,
10031,Jarar,Somali,Jarar,185,Ethiopia,Ethiopia,3,5,10,12,,
10022,Jimma,Oromia,Jimma,185,Ethiopia,Ethiopia,3,5,10,12,,
10009,Keffa,SNNPR,Keffa,185,Ethiopia,Ethiopia,,,,,,
10061,Kelem Wellega,Oromia,Kelem Wellega,185,Ethiopia,Ethiopia,3,5,10,12,,
10056,Kemashi,B. Gumuz,Kemashi,185,Ethiopia,Ethiopia,,,,,,
10025,Konta,SNNPR,Konta,185,Ethiopia,Ethiopia,,,,,,
10053,Korahe,Somali,Korahe,185,Ethiopia,Ethiopia,3,5,10,12,,
10040,KT,SNNPR,KT,185,Ethiopia,Ethiopia,,,,,,
10010,Liben,Somali,Liben,185,Ethiopia,Ethiopia,3,5,10,12,,
10042,Majang,Gambela,Majang,185,Ethiopia,Ethiopia,,,,,,
10004,Metekel,B. Gumuz,Metekel,185,Ethiopia,Ethiopia,,,,,,
10047,No Name,,No Name,185,Ethiopia,Ethiopia,,,,,,
10052,Nogob,Somali,Nogob,185,Ethiopia,Ethiopia,3,5,10,12,,
10048,North Gonder,Amhara,North Gonder,185,Ethiopia,Ethiopia,,,,,,
10027,North Shewa R3,Amhara/Oromia,North Shewa R3,185,Ethiopia,Ethiopia,,,,,,
10018,North Shewa R4,Amhara/Oromia,North Shewa R4,185,Ethiopia,Ethiopia,,,,,,
10011,North Western,,North Western,185,Ethiopia,Ethiopia,,,,,,
9999,North Wollo,Amhara,North Wollo,185,Ethiopia,Ethiopia,,,,,,
10043,Nuer,Gambela,Nuer,185,Ethiopia,Ethiopia,,,,,,
10000,Oromia,Amhara,Oromia,185,Ethiopia,Ethiopia,3,5,10,12,,
10044,Region 14,,Region 14,185,Ethiopia,Ethiopia,,,,,,
10070,Segen Peoples,SNNPR,Segen Peoples,185,Ethiopia,Ethiopia,,,,,,
10046,Selti,SNNPR,Selti,185,Ethiopia,Ethiopia,,,,,,
10032,Shabelle,Somali,Shabelle,185,Ethiopia,Ethiopia,3,5,10,12,,
10045,Sheka,SNNPR,Sheka,185,Ethiopia,Ethiopia,,,,,,
10005,Sidama,SNNPR,Sidama,185,Ethiopia,Ethiopia,,,,,,
10036,Siti,Somali,Siti,185,Ethiopia,Ethiopia,3,5,10,12,,
10001,South Gonder,Amhara,South Gonder,185,Ethiopia,Ethiopia,,,,,,
10006,South Omo,SNNPR,South Omo,185,Ethiopia,Ethiopia,,,,,,
10019,South West Shewa,Oromia,South West Shewa,185,Ethiopia,Ethiopia,3,5,10,12,,
10049,South Wollo,Amhara,South Wollo,185,Ethiopia,Ethiopia,,,,,,
10065,Southern,,Southern,185,Ethiopia,Ethiopia,,,,,,
10055,Special Woreda,,Special Woreda,185,Ethiopia,Ethiopia,,,,,,
10002,Wag Himra,Amhara,Wag Himra,185,Ethiopia,Ethiopia,,,,,,
10062,West Arsi,Oromia,West Arsi,185,Ethiopia,Ethiopia,3,5,10,12,,
10003,West Gojam,Amhara,West Gojam,185,Ethiopia,Ethiopia,,,,,,
10023,West Harerge,Oromia,West Harerge,185,Ethiopia,Ethiopia,3,5,10,12,,
10007,West Shewa,Oromia,West Shewa,185,Ethiopia,Ethiopia,3,5,10,12,,
10063,West Wellega,Oromia,West Wellega,185,Ethiopia,Ethiopia,3,5,10,12,,
10054,Western,,Western,185,Ethiopia,Ethiopia,,,,,,
10051,Wolayita,SNNPR,Wolayita,185,Ethiopia,Ethiopia,,,,,,
10029,Yem,SNNPR,Yem,185,Ethiopia,Ethiopia,,,,,,
82,Administrative unit not available,,Unit unavailable,205,Falkland Islands (Malvinas),Falkland,,,,,,
43,Faroe Islands,,Faroe Islands,8,Faroe Islands,Faroe Islands,,,,,,
673,Fiji,,Fiji,116,Fiji,Fiji,,,,,,
163,Aaland,,Aaland,23,Finland,Finland,,,,,,
107,Eastern Finland,,Eastern Finland,23,Finland,Finland,,,,,,
414,Lapland,,Lapland,23,Finland,Finland,,,,,,
416,Oulu,,Oulu,23,Finland,Finland,,,,,,
433,Southern Finland,,Southern Finland,23,Finland,Finland,,,,,,
634,Western Finland,,West Finland,23,Finland,Finland,,,,,,
636,Alsace,,Alsace,197,France,France,,,,,,
637,Aquitaine,,Aquitaine,197,France,France,,,,,,
639,Auvergne,,Auvergne,197,France,France,,,,,,
641,Basse-Normandie,,Basse-Normandie,197,France,France,,,,,,
643,Bourgogne,,Bourgogne,197,France,France,,,,,,
645,Bretagne,,Bretagne,197,France,France,,,,,,
646,Centre,,Centre,197,France,France,,,,,,
648,Champagne-Ardenne,,Champagne,197,France,France,,,,,,
429,Corse,,Corse,197,France,France,,,,,,
642,Franche-Comte,,Franche-Comte,197,France,France,,,,,,
644,Haute-Normandie,,Haute-Normandie,197,France,France,,,,,,
387,Ile-de-France,,Ile-de-France,197,France,France,,,,,,
650,Languedoc-Rousillon,,Languedoc R.,197,France,France,,,,,,
192,Limousin,,Limousin,197,France,France,,,,,,
652,Lorraine,,Lorraine,197,France,France,,,,,,
654,Midi-Pyrenees,,Midi-Pyrenees,197,France,France,,,,,,
647,Nord-Pas-de-Calais,,Nord Pas Cala,197,France,France,,,,,,
656,Pays-de-la-Loire,,Pays-de-la-Loire,197,France,France,,,,,,
659,Picardie,,Picardie,197,France,France,,,,,,
661,Poitou-Charentes,,Poitou-Charentes,197,France,France,,,,,,
664,Provence-Alpes-Cote-d'Azur,,Provence,197,France,France,,,,,,
666,Rhone-Alpes,,Rhone-Alpes,197,France,France,,,,,,
653,Cayenne,,Cayenne,110,French Guiana,French Guiana,,,,,,
660,Saint-laurent-du-maroni,,Saint Laurent M.,110,French Guiana,French Guiana,,,,,,
665,French Polynesia,,French Polynesia,56,French Polynesia,French Polynesia,,,,,,
663,Administrative unit not available,,Unit unavailable,71,French Southern and Antarctic Territories,French S.A.T.,,,,,,
430,Estuaire,,Estuaire,94,Gabon,Gabon,,,,,,
1041,Haut-Ogooue,,Haut-Ogooue,94,Gabon,Gabon,,,,,,
1042,Moyen-Ogooue,,Moyen-Ogooue,94,Gabon,Gabon,,,,,,
1046,Ngounie,,Ngounie,94,Gabon,Gabon,,,,,,
1044,Nyanga,,Nyanga,94,Gabon,Gabon,,,,,,
1040,Ogooue-Ivindo,,Ogooue-Ivindo,94,Gabon,Gabon,,,,,,
1047,Ogooue-lolo,,Ogooue-lolo,94,Gabon,Gabon,,,,,,
1049,Ogooue-Maritime,,Ogooue-Maritime,94,Gabon,Gabon,,,,,,
1050,Woleu-Ntem,,Woleu-Ntem,94,Gabon,Gabon,,,,,,
679,Gambia,,Gambia,131,Gambia,Gambia,,,,,,
311,Gaza Strip,,Gaza Strip,7,Gaza Strip,Gaza Strip,,,,,,
1052,Abkhazia Aut. Rep.,,Abkhazia,98,Georgia,Georgia,,,,,,
1054,Adjara Aut. Rep.,,Adjara Aut. Rep.,98,Georgia,Georgia,,,,,,
1060,Guria,,Guria,98,Georgia,Georgia,,,,,,
1064,Imereti,,Imereti,98,Georgia,Georgia,,,,,,
1043,Kakheti,,Kakheti,98,Georgia,Georgia,,,,,,
1065,Kvemo Kartli,,Kvemo Kartli,98,Georgia,Georgia,,,,,,
1068,Mtskheta-Mtianeti,,Mtskheta,98,Georgia,Georgia,,,,,,
1069,Racha-Lechkhumi and Kvemo (lower) Svaneti,,Racha-Lechkhumi,98,Georgia,Georgia,,,,,,
1070,Samergelo and Zemo (upper) Svaneti,,Samergelo,98,Georgia,Georgia,,,,,,
1071,Samtskhe-Javakheti,,Samtskhe J.,98,Georgia,Georgia,,,,,,
1072,Shida Kartli,,Shida Kartli,98,Georgia,Georgia,,,,,,
175,Tbilisi,,Tbilisi,98,Georgia,Georgia,,,,,,
1073,Baden-Wuerttemberg,,Baden W.,198,Germany,Germany,,,,,,
1051,Bayern,,Bayern,198,Germany,Germany,,,,,,
272,Berlin,,Berlin,198,Germany,Germany,,,,,,
1053,Brandenburg,,Brandenburg,198,Germany,Germany,,,,,,
148,Bremen,,Bremen,198,Germany,Germany,,,,,,
305,Hamburg,,Hamburg,198,Germany,Germany,,,,,,
1055,Hessen,,Hessen,198,Germany,Germany,,,,,,
1057,Mecklenburg-Vorpommern,,Mecklenburg V.,198,Germany,Germany,,,,,,
1058,Niedersachsen,,Niedersachsen,198,Germany,Germany,,,,,,
1062,Nordrhein-Westfalen,,Nordrhein W.,198,Germany,Germany,,,,,,
479,Rheinland-Pfalz,,Rheinland-Pfalz,198,Germany,Germany,,,,,,
1075,Saarland,,Saarland,198,Germany,Germany,,,,,,
1076,Sachsen,,Sachsen,198,Germany,Germany,,,,,,
1048,Sachsen-Anhalt,,Sachsen-Anhalt,198,Germany,Germany,,,,,,
1077,Schleswig-Holstein,,Schleswig,198,Germany,Germany,,,,,,
1078,Thueringen,,Thueringen,198,Germany,Germany,,,,,,
1056,Ashanti,,Ashanti,66,Ghana,Ghana,,,,,,
1066,Brong Ahafo,,Brong Ahafo,66,Ghana,Ghana,,,,,,
1059,Central,,Central,66,Ghana,Ghana,,,,,,
46,Eastern,,Eastern,66,Ghana,Ghana,,,,,,
1079,Greater Accra,,Greater Accra,66,Ghana,Ghana,,,,,,
1081,Northern,,Northern,66,Ghana,Ghana,,,,,,
1082,Upper East,,Upper East,66,Ghana,Ghana,,,,,,
106,Upper West,,Upper West,66,Ghana,Ghana,,,,,,
1063,Volta,,Volta,66,Ghana,Ghana,,,,,,
1067,Western,,West,66,Ghana,Ghana,,,,,,
1045,Anatoliki Makedonia Kai Thraki,,A.M. Kai Thraki,54,Greece,Greece,,,,,,
