asap0_id;name0_shr;asap1_id;name1_shr;crop_name;sos_s;sos_e;eos_s;eos_e,
79;Egypt;2347;North Sinai;Wheat;29;34;10;14,
79;Egypt;2349;Port Said;Barley;30;31;10;13,
79;Egypt;2349;Port Said;Millet;16;18;24;26,
79;Egypt;2349;Port Said;Wheat;28;31;9;10,
79;Egypt;2350;Qena;Barley;29;34;9;11,
79;Egypt;2350;Qena;Millet;16;19;24;29,
79;Egypt;2350;Qena;Wheat;29;34;10;12,
79;Egypt;2351;Shrkia;Barley;30;34;9;13,
79;Egypt;2351;Shrkia;Millet;15;18;23;27,
79;Egypt;2351;Shrkia;Wheat;26;33;10;13,
79;Egypt;2355;Suez;Barley;29;33;11;12,
79;Egypt;2355;Suez;Millet;17;18;25;27,
79;Egypt;2355;Suez;Wheat;28;31;11;12,
79;Egypt;2360;Suhag;Barley;30;34;9;12,
79;Egypt;2360;Suhag;Millet;16;19;24;28,
79;Egypt;2360;Suhag;Wheat;30;34;10;11,
80;Niger;1453;Diffa;Cowpea;17;19;28;32,
80;Niger;1453;Diffa;Groundnut;17;19;28;32,
80;Niger;1453;Diffa;Maize;17;19;28;32,
80;Niger;1453;Diffa;Millet;17;19;28;32,
80;Niger;1453;Diffa;Rice (Rainfed);17;19;28;32,
80;Niger;1453;Diffa;Sorghum;17;19;28;32,
80;Niger;1454;Maradi;Cowpea;17;20;28;2,
80;Niger;1454;Maradi;Groundnut;17;20;28;2,
80;Niger;1454;Maradi;Maize;17;20;28;2,
80;Niger;1454;Maradi;Millet;17;20;28;2,
80;Niger;1454;Maradi;Rice (Rainfed);17;20;28;2,
80;Niger;1454;Maradi;Sorghum;17;20;28;2,
80;Niger;1455;Tillaberi;Cowpea;16;20;28;36,
80;Niger;1455;Tillaberi;Groundnut;16;20;28;36,
80;Niger;1455;Tillaberi;Maize;16;20;28;36,
80;Niger;1455;Tillaberi;Millet;16;20;28;36,
80;Niger;1455;Tillaberi;Rice (Rainfed);16;20;28;36,
80;Niger;1455;Tillaberi;Sorghum;16;20;28;36,
80;Niger;1460;Dosso;Cowpea;16;20;30;1,
80;Niger;1460;Dosso;Groundnut;16;20;30;1,
80;Niger;1460;Dosso;Maize;16;20;30;1,
80;Niger;1460;Dosso;Millet;16;20;30;1,
80;Niger;1460;Dosso;Rice (Rainfed);16;20;30;1,
80;Niger;1460;Dosso;Sorghum;16;20;30;1,
80;Niger;1461;Tahoua;Cowpea;18;20;28;2,
80;Niger;1461;Tahoua;Groundnut;18;20;28;2,
80;Niger;1461;Tahoua;Maize;18;20;28;2,
80;Niger;1461;Tahoua;Millet;18;20;28;2,
80;Niger;1461;Tahoua;Rice (Rainfed);18;20;28;2,
80;Niger;1461;Tahoua;Sorghum;18;20;28;2,
80;Niger;1463;Zinder;Cowpea;17;20;28;2,
80;Niger;1463;Zinder;Groundnut;17;20;28;2,
80;Niger;1463;Zinder;Maize;17;20;28;2,
80;Niger;1463;Zinder;Millet;17;20;28;2,
80;Niger;1463;Zinder;Rice (Rainfed);17;20;28;2,
80;Niger;1463;Zinder;Sorghum;17;20;28;2,
81;Myanmar;9;Taninthayi;Maize;24;26;1;4,
81;Myanmar;9;Taninthayi;Potatoes;5;11;15;20,
81;Myanmar;9;Taninthayi;Rice (Main);21;24;32;36,
81;Myanmar;1098;Kayar;Potatoes;10;11;17;18,
81;Myanmar;1098;Kayar;Rice (Main);22;23;34;3,
81;Myanmar;1113;Rakhine;Potatoes;9;12;17;19,
81;Myanmar;1113;Rakhine;Rice (Main);22;23;32;4,
81;Myanmar;1124;Ayeyawaddy;Potatoes;11;14;17;21,
81;Myanmar;1124;Ayeyawaddy;Rice (Main);20;24;29;34,
81;Myanmar;1124;Ayeyawaddy;Rice (Second);34;2;6;16,
81;Myanmar;1126;Kachin;Potatoes;8;12;16;18,
81;Myanmar;1126;Kachin;Rice (Main);20;22;32;4,
81;Myanmar;1128;Kayin;Potatoes;9;11;17;19,
81;Myanmar;1128;Kayin;Rice (Main);23;24;34;4,
81;Myanmar;1132;Magway;Potatoes;11;15;19;23,
81;Myanmar;1132;Magway;Rice (Main);24;26;32;4,
81;Myanmar;1133;Yangon;Maize;34;35;6;10,
81;Myanmar;1133;Yangon;Potatoes;11;13;17;21,
81;Myanmar;1133;Yangon;Rice (Main);19;23;30;33,
81;Myanmar;1133;Yangon;Rice (Second);35;36;8;15,
81;Myanmar;1140;Mandalay;Potatoes;10;14;18;21,
81;Myanmar;1140;Mandalay;Rice (Main);22;26;34;5,
81;Myanmar;1143;Mon;Potatoes;9;12;17;19,
81;Myanmar;1143;Mon;Rice (Main);23;24;34;3,
81;Myanmar;1146;Sagaing;Potatoes;10;13;17;20,
81;Myanmar;1146;Sagaing;Rice (Main);22;25;33;5,
81;Myanmar;2075;Bago (E);Maize;34;36;6;10,
81;Myanmar;2075;Bago (E);Potatoes;11;13;17;20,
81;Myanmar;2075;Bago (E);Rice (Main);20;23;30;34,
81;Myanmar;2075;Bago (E);Rice (Second);34;36;6;10,
81;Myanmar;2076;Bago (W);Maize;35;36;6;8,
81;Myanmar;2076;Bago (W);Potatoes;12;14;19;21,
81;Myanmar;2076;Bago (W);Rice (Main);19;23;30;33,
81;Myanmar;2076;Bago (W);Rice (Second);35;36;6;8,
81;Myanmar;2077;Shan (E);Potatoes;9;12;17;19,
81;Myanmar;2077;Shan (E);Rice (Main);21;23;33;5,
81;Myanmar;2080;Shan (N);Potatoes;10;12;17;19,
81;Myanmar;2080;Shan (N);Rice (Main);21;23;36;5,
81;Myanmar;2082;Shan (S);Potatoes;10;12;17;19,
81;Myanmar;2082;Shan (S);Rice (Main);22;24;35;4,
82;Senegal;195;Kolda;Groundnut;15;19;32;36,
82;Senegal;195;Kolda;Maize;16;19;32;33,
82;Senegal;195;Kolda;Millet;18;19;32;33,
82;Senegal;195;Kolda;Rice;15;19;32;36,
82;Senegal;195;Kolda;Sorghum;18;19;32;33,
82;Senegal;208;Fatick;Groundnut;19;21;32;35,
82;Senegal;208;Fatick;Maize;19;21;32;33,
82;Senegal;208;Fatick;Millet;19;21;32;33,
82;Senegal;208;Fatick;Rice;19;21;32;35,
82;Senegal;208;Fatick;Sorghum;19;21;32;33,
82;Senegal;271;Dakar;Groundnut;19;21;32;36,
82;Senegal;271;Dakar;Maize;19;21;32;33,
82;Senegal;271;Dakar;Millet;19;21;32;33,
82;Senegal;271;Dakar;Rice;19;21;32;36,
82;Senegal;271;Dakar;Sorghum;19;21;32;33,
82;Senegal;491;Kedougou;Groundnut;14;16;33;36,
82;Senegal;491;Kedougou;Rice;14;16;33;36,
82;Senegal;492;Tambacounda;Groundnut;16;20;31;35,
82;Senegal;492;Tambacounda;Maize;17;20;31;33,
82;Senegal;492;Tambacounda;Millet;17;20;31;33,
82;Senegal;492;Tambacounda;Rice;16;20;31;35,
82;Senegal;492;Tambacounda;Sorghum;17;20;31;33,
82;Senegal;1104;Sedhiou;Groundnut;16;19;33;3,
82;Senegal;1104;Sedhiou;Rice;16;19;33;3,
82;Senegal;1108;Kaffrine;Groundnut;18;20;32;35,
82;Senegal;1108;Kaffrine;Maize;18;20;31;32,
82;Senegal;1108;Kaffrine;Millet;18;20;31;32,
82;Senegal;1108;Kaffrine;Rice;18;20;32;35,
82;Senegal;1108;Kaffrine;Sorghum;18;20;31;32,
82;Senegal;1109;Kaolack;Groundnut;19;20;31;35,
82;Senegal;1109;Kaolack;Maize;19;20;31;33,
82;Senegal;1109;Kaolack;Millet;19;20;31;33,
82;Senegal;1109;Kaolack;Rice;19;20;31;35,
82;Senegal;1109;Kaolack;Sorghum;19;20;31;33,
82;Senegal;1687;Thies;Groundnut;19;21;31;5,
82;Senegal;1687;Thies;Maize;19;21;31;33,
82;Senegal;1687;Thies;Millet;19;21;31;33,
82;Senegal;1687;Thies;Rice;19;21;31;3,
82;Senegal;1687;Thies;Sorghum;19;21;31;33,
82;Senegal;1688;Ziguinchor;Groundnut;17;19;34;5,
82;Senegal;1688;Ziguinchor;Rice;17;19;34;3,
82;Senegal;2314;Diourbel;Groundnut;19;20;31;34,
82;Senegal;2314;Diourbel;Maize;19;20;31;32,
82;Senegal;2314;Diourbel;Millet;19;20;31;33,
82;Senegal;2314;Diourbel;Rice;19;20;31;34,
82;Senegal;2314;Diourbel;Sorghum;19;20;31;33,
82;Senegal;2315;Saint louis;Groundnut;20;21;31;5,
82;Senegal;2315;Saint louis;Maize;20;21;30;32,
82;Senegal;2315;Saint louis;Millet;20;21;30;33,
82;Senegal;2315;Saint louis;Rice;20;22;31;3,
82;Senegal;2315;Saint louis;Sorghum;20;21;30;33,
82;Senegal;2316;Louga;Groundnut;19;21;31;36,
82;Senegal;2316;Louga;Maize;19;21;31;33,
82;Senegal;2316;Louga;Millet;19;21;31;33,
82;Senegal;2316;Louga;Rice;19;21;31;36,
82;Senegal;2316;Louga;Sorghum;19;21;31;33,
82;Senegal;2317;Matam;Groundnut;18;20;31;34,
82;Senegal;2317;Matam;Maize;19;20;30;32,
82;Senegal;2317;Matam;Millet;19;20;30;33,
82;Senegal;2317;Matam;Rice;18;20;31;34,
82;Senegal;2317;Matam;Sorghum;19;20;30;33,
83;Ecuador;8;Azuay;Barley;30;32;22;23,
83;Ecuador;8;Azuay;Maize;30;32;22;23,
83;Ecuador;11;Canar;Barley;32;34;22;26,
83;Ecuador;11;Canar;Maize;32;34;22;26,
83;Ecuador;40;Loja;Barley;36;5;20;23,
83;Ecuador;40;Loja;Maize;29;33;19;22,
83;Ecuador;40;Loja;Rice;6;8;20;23,
83;Ecuador;248;Zona No Del.;Barley;2;3;17;20,
83;Ecuador;248;Zona No Del.;Rice;2;3;13;15,
83;Ecuador;248;Zona No Del.;Wheat;2;3;17;20,
83;Ecuador;975;Galapagos;Rice;1;2;15;17,
83;Ecuador;991;El Oro;Barley;32;36;20;26,
83;Ecuador;991;El Oro;Maize;32;36;20;26,
83;Ecuador;999;Esmeraldas;Barley;32;3;21;25,
83;Ecuador;999;Esmeraldas;Maize;32;35;21;25,
83;Ecuador;999;Esmeraldas;Rice;32;4;13;15,
83;Ecuador;999;Esmeraldas;Wheat;32;3;21;25,
83;Ecuador;1000;Los Rios;Barley;35;2;17;21,
83;Ecuador;1013;Orellana;Rice;7;8;12;13,
83;Ecuador;1015;Chimborazo;Barley;6;7;21;24,
83;Ecuador;1015;Chimborazo;Wheat;6;7;21;24,
83;Ecuador;1017;Cotopaxi;Maize;30;33;21;23,
83;Ecuador;2233;Santa Elena;Barley;1;3;16;21,
83;Ecuador;2233;Santa Elena;Maize;34;36;18;19,
83;Ecuador;2233;Santa Elena;Wheat;1;3;16;21,
83;Ecuador;2234;Tsachilas;Rice;3;5;13;14,
88;South Sudan;558;Jonglei;Maize (Unimodal);11;15;32;36,
88;South Sudan;558;Jonglei;Sorghum (Unimodal);11;15;32;36,
88;South Sudan;599;El Buheyrat;Maize (Unimodal);10;13;32;35,
88;South Sudan;599;El Buheyrat;Sorghum (Unimodal);10;13;32;35,
88;South Sudan;622;Unity;Maize (Unimodal);13;16;31;36,
88;South Sudan;622;Unity;Sorghum (Unimodal);13;16;31;36,
88;South Sudan;623;C. Equatoria;Maize (Unimodal);10;12;32;35,
88;South Sudan;623;C. Equatoria;Sorghum (Unimodal);10;12;32;35,
88;South Sudan;1726;North Bahr Ghaza;Maize (Unimodal);13;16;30;36,
88;South Sudan;1726;North Bahr Ghaza;Sorghum (Unimodal);13;16;30;36,
88;South Sudan;1727;Warab;Maize (Unimodal);11;15;31;35,
88;South Sudan;1727;Warab;Sorghum (Unimodal);11;15;31;35,
88;South Sudan;1729;West Equatoria;Maize (Unimodal);10;11;32;35,
88;South Sudan;1729;West Equatoria;Sorghum (Unimodal);10;11;32;35,
88;South Sudan;2242;Upper Nile;Maize (Unimodal);12;16;32;36,
88;South Sudan;2242;Upper Nile;Sorghum (Unimodal);12;16;32;36,
90;Mauritania;1356;Hodh Ech Chargi;Maize;18;19;29;34,
90;Mauritania;1356;Hodh Ech Chargi;Millet;18;19;29;34,
90;Mauritania;1356;Hodh Ech Chargi;Rice (Irrigated);18;19;29;34,
90;Mauritania;1356;Hodh Ech Chargi;Sorghum;18;19;29;34,
90;Mauritania;1359;Gorgol;Maize;19;20;30;34,
90;Mauritania;1359;Gorgol;Millet;19;20;30;34,
90;Mauritania;1359;Gorgol;Rice (Irrigated);19;20;30;34,
90;Mauritania;1359;Gorgol;Sorghum;19;20;30;2,
90;Mauritania;1362;Guidimakha;Maize;18;20;30;33,
90;Mauritania;1362;Guidimakha;Millet;18;20;30;33,
90;Mauritania;1362;Guidimakha;Rice (Irrigated);18;20;30;33,
90;Mauritania;1362;Guidimakha;Sorghum;18;20;30;33,
90;Mauritania;1364;Hodh El Gharbi;Maize;18;20;29;33,
90;Mauritania;1364;Hodh El Gharbi;Millet;18;20;29;33,
90;Mauritania;1364;Hodh El Gharbi;Rice (Irrigated);18;20;29;33,
90;Mauritania;1364;Hodh El Gharbi;Sorghum;18;20;29;33,
92;Angola;314;Benguela;Maize;27;31;16;17,
92;Angola;315;Bie;Maize;25;28;15;18,
92;Angola;316;Cuanza Sul;Maize;24;28;15;17,
92;Angola;323;Cuando Cubango;Maize;27;31;16;19,
92;Angola;323;Cuando Cubango;Millet;29;32;15;19,
92;Angola;323;Cuando Cubango;Sorghum;29;32;15;19,
92;Angola;331;Malanje;Maize;25;27;15;17,
92;Angola;334;Namibe;Millet;30;32;16;17,
92;Angola;334;Namibe;Sorghum;30;32;16;17,
92;Angola;747;Cunene;Millet;30;34;15;17,
92;Angola;747;Cunene;Sorghum;30;34;15;17,
92;Angola;749;Huila;Maize;26;31;15;19,
92;Angola;749;Huila;Millet;29;33;15;19,
92;Angola;749;Huila;Sorghum;29;33;15;19,
92;Angola;752;Huambo;Maize;25;30;15;17,
92;Angola;752;Huambo;Millet;29;30;15;17,
92;Angola;752;Huambo;Sorghum;29;30;15;17,
92;Angola;757;Luanda;Millet;31;33;18;21,
92;Angola;757;Luanda;Sorghum;31;33;18;21,
93;Nicaragua;435;Masaya;Beans (Main);12;13;20;22,
93;Nicaragua;435;Masaya;Maize (Main);12;13;20;22,
93;Nicaragua;1209;Atlantico Sur;Beans (Main);14;17;19;26,
93;Nicaragua;1209;Atlantico Sur;Maize (Main);14;17;19;27,
93;Nicaragua;1209;Atlantico Sur;Sorghum (Main);14;17;19;29,
93;Nicaragua;1368;Chontales;Beans (Main);13;15;22;26,
93;Nicaragua;1368;Chontales;Maize (Main);13;15;22;27,
93;Nicaragua;1368;Chontales;Sorghum (Main);13;15;22;28,
93;Nicaragua;1433;Leon;Beans (Main);12;13;20;22,
93;Nicaragua;1433;Leon;Maize (Main);12;13;20;22,
93;Nicaragua;1436;Boaco;Beans (Main);13;14;21;26,
93;Nicaragua;1436;Boaco;Maize (Main);13;14;21;26,
93;Nicaragua;1438;Managua;Beans (Main);12;14;20;23,
93;Nicaragua;1438;Managua;Maize (Main);12;14;20;23,
93;Nicaragua;1440;Carazo;Beans (Main);13;14;21;25,
93;Nicaragua;1440;Carazo;Maize (Main);13;14;21;25,
93;Nicaragua;1440;Carazo;Sorghum (Main);13;14;21;25,
93;Nicaragua;1441;Chinandega;Beans (Main);11;13;19;22,
93;Nicaragua;1441;Chinandega;Maize (Main);11;13;19;22,
93;Nicaragua;1443;Esteli;Beans (Main);13;14;21;26,
93;Nicaragua;1443;Esteli;Maize (Main);13;14;21;26,
93;Nicaragua;1443;Esteli;Sorghum (Main);13;14;23;26,
93;Nicaragua;1444;Granada;Beans (Main);12;13;21;24,
93;Nicaragua;1444;Granada;Maize (Main);12;13;21;24,
93;Nicaragua;1447;Jinotega;Beans (Main);13;16;23;26,
93;Nicaragua;1447;Jinotega;Maize (Main);13;16;23;27,
93;Nicaragua;1447;Jinotega;Rice (Highland);13;16;23;32,
93;Nicaragua;1447;Jinotega;Sorghum (Main);13;17;25;30,
93;Nicaragua;1448;Madriz;Beans (Main);12;14;22;25,
93;Nicaragua;1448;Madriz;Maize (Main);12;14;22;25,
93;Nicaragua;1449;Matagalpa;Beans (Main);13;14;21;26,
93;Nicaragua;1449;Matagalpa;Maize (Main);13;14;21;26,
93;Nicaragua;1449;Matagalpa;Sorghum (Main);13;14;24;26,
93;Nicaragua;1452;Nueva Segovia;Beans (Main);13;15;22;26,
93;Nicaragua;1452;Nueva Segovia;Maize (Main);13;15;22;26,
93;Nicaragua;1452;Nueva Segovia;Sorghum (Main);13;15;25;26,
93;Nicaragua;1456;Rio San Juan;Beans (Main);13;15;19;24,
93;Nicaragua;1456;Rio San Juan;Maize (Main);14;15;22;27,
93;Nicaragua;1456;Rio San Juan;Sorghum (Main);14;15;25;30,
93;Nicaragua;1458;Rivas;Beans (Main);13;14;21;24,
93;Nicaragua;1458;Rivas;Maize (Main);13;14;21;29,
93;Nicaragua;1458;Rivas;Sorghum (Main);13;14;23;29,
96;Eritrea;1023;Gash Barka;Barley;17;20;29;33,
96;Eritrea;1023;Gash Barka;Maize;17;20;29;33,
96;Eritrea;1023;Gash Barka;Millet;17;20;29;33,
96;Eritrea;1023;Gash Barka;Sorghum;17;20;29;33,
96;Eritrea;1023;Gash Barka;Wheat;17;20;29;33,
96;Eritrea;1024;Anseba;Barley;17;20;29;34,
96;Eritrea;1024;Anseba;Maize;17;20;29;34,
96;Eritrea;1024;Anseba;Millet;17;20;29;34,
96;Eritrea;1024;Anseba;Sorghum;17;20;29;34,
96;Eritrea;1024;Anseba;Wheat;17;20;29;34,
96;Eritrea;1025;Debub;Barley;18;20;29;36,
96;Eritrea;1025;Debub;Maize;18;20;29;36,
96;Eritrea;1025;Debub;Millet;18;20;29;36,
96;Eritrea;1025;Debub;Sorghum;18;20;29;36,
96;Eritrea;1025;Debub;Wheat;18;20;29;36,
96;Eritrea;1029;Maekel;Barley;18;20;29;35,
96;Eritrea;1029;Maekel;Maize;18;20;29;35,
96;Eritrea;1029;Maekel;Millet;18;20;29;35,
96;Eritrea;1029;Maekel;Sorghum;18;20;29;35,
96;Eritrea;1029;Maekel;Wheat;18;20;29;35,
96;Eritrea;1030;Semenawi K.B.;Barley;18;20;31;36,
96;Eritrea;1030;Semenawi K.B.;Maize;18;20;31;36,
96;Eritrea;1030;Semenawi K.B.;Millet;18;20;31;36,
96;Eritrea;1030;Semenawi K.B.;Sorghum;18;20;31;36,
96;Eritrea;1030;Semenawi K.B.;Wheat;18;20;31;36,
100;Honduras;53;Cortes;Maize (Main);13;17;22;28,
100;Honduras;53;Cortes;Sorghum;13;17;5;10,
100;Honduras;1123;Olancho;Maize (Main);13;17;22;29,
100;Honduras;1123;Olancho;Sorghum;13;17;3;9,
100;Honduras;1125;Atlantida;Sorghum;13;18;35;3,
100;Honduras;1127;Choluteca;Maize (Main);11;12;20;22,
100;Honduras;1127;Choluteca;Maize (Second);24;27;35;3,
100;Honduras;1127;Choluteca;Sorghum;11;13;35;4,
100;Honduras;1130;Colon;Maize (Main);15;18;22;29,
100;Honduras;1130;Colon;Sorghum;15;18;7;10,
100;Honduras;1131;Comayagua;Maize (Main);13;16;24;28,
100;Honduras;1131;Comayagua;Maize (Second);24;25;35;3,
100;Honduras;1131;Comayagua;Sorghum;12;13;34;6,
100;Honduras;1134;Copan;Maize (Main);13;17;24;28,
100;Honduras;1134;Copan;Maize (Second);29;32;4;7,
100;Honduras;1134;Copan;Sorghum;12;14;3;7,
100;Honduras;1135;F. Morazan;Maize (Main);11;13;21;23,
100;Honduras;1135;F. Morazan;Maize (Second);25;27;1;5,
100;Honduras;1135;F. Morazan;Sorghum;11;14;1;5,
100;Honduras;1137;Ocotepeque;Maize (Main);13;17;24;27,
100;Honduras;1137;Ocotepeque;Sorghum;12;14;1;6,
100;Honduras;1139;Intibuca;Maize (Main);15;18;25;28,
100;Honduras;1139;Intibuca;Sorghum;10;13;36;2,
100;Honduras;1141;Yoro;Maize (Main);13;15;21;28,
100;Honduras;1141;Yoro;Maize (Second);25;27;4;7,
100;Honduras;1141;Yoro;Maize (Third);34;1;7;12,
100;Honduras;1142;La Paz;Maize (Main);11;12;20;21,
100;Honduras;1142;La Paz;Maize (Second);24;25;36;2,
100;Honduras;1142;La Paz;Sorghum;11;12;36;2,
100;Honduras;1145;Lempira;Maize (Main);13;16;24;27,
100;Honduras;1145;Lempira;Sorghum;10;12;36;3,
100;Honduras;1148;Paraiso;Maize (Main);11;14;21;25,
100;Honduras;1148;Paraiso;Maize (Second);25;28;36;5,
100;Honduras;1148;Paraiso;Sorghum;12;15;1;3,
100;Honduras;1149;Santa Barbara;Maize (Main);13;16;26;28,
100;Honduras;1149;Santa Barbara;Sorghum;13;16;5;8,
100;Honduras;1152;Valle;Maize (Main);11;12;20;22,
100;Honduras;1152;Valle;Maize (Second);24;26;35;2,
100;Honduras;1152;Valle;Sorghum;11;12;35;2,
105;Algeria;13;Guelma;Barley;26;35;15;18,
105;Algeria;13;Guelma;Sorghum;26;35;15;18,
105;Algeria;13;Guelma;Wheat;26;35;15;18,
105;Algeria;16;Mila;Barley;27;1;15;17,
105;Algeria;16;Mila;Sorghum;27;1;15;17,
105;Algeria;16;Mila;Wheat;27;1;15;17,
105;Algeria;18;Skikda;Barley;26;31;15;18,
105;Algeria;18;Skikda;Sorghum;26;31;15;18,
105;Algeria;18;Skikda;Wheat;26;31;15;18,
105;Algeria;28;Setif;Barley;27;2;15;17,
105;Algeria;28;Setif;Sorghum;27;2;15;17,
105;Algeria;28;Setif;Wheat;27;2;15;17,
105;Algeria;54;Relizane;Barley;28;35;13;15,
105;Algeria;54;Relizane;Sorghum;28;35;13;15,
105;Algeria;54;Relizane;Wheat;28;35;13;15,
105;Algeria;58;Tlemcen;Barley;27;35;14;17,
105;Algeria;58;Tlemcen;Sorghum;27;35;14;17,
105;Algeria;58;Tlemcen;Wheat;27;35;14;17,
105;Algeria;71;Khenchela;Barley;26;2;15;17,
105;Algeria;71;Khenchela;Sorghum;26;2;15;17,
105;Algeria;71;Khenchela;Wheat;26;2;15;17,
105;Algeria;93;Oum El Bouaghi;Barley;27;2;15;17,
105;Algeria;93;Oum El Bouaghi;Sorghum;27;2;15;17,
105;Algeria;93;Oum El Bouaghi;Wheat;27;2;15;17,
105;Algeria;222;Alger;Barley;27;30;12;16,
105;Algeria;222;Alger;Sorghum;27;30;12;16,
105;Algeria;222;Alger;Wheat;27;30;12;16,
105;Algeria;270;Blida;Barley;27;30;12;17,
105;Algeria;270;Blida;Sorghum;27;30;12;17,
105;Algeria;270;Blida;Wheat;27;30;12;17,
105;Algeria;275;Bordj Bou Arrer;Barley;27;1;15;17,
105;Algeria;275;Bordj Bou Arrer;Sorghum;27;1;15;17,
105;Algeria;275;Bordj Bou Arrer;Wheat;27;1;15;17,
105;Algeria;290;Ain-Temouchent;Barley;29;34;13;16,
105;Algeria;290;Ain-Temouchent;Sorghum;29;34;13;16,
105;Algeria;290;Ain-Temouchent;Wheat;29;34;13;16,
105;Algeria;297;Bejaia;Barley;27;30;13;17,
105;Algeria;297;Bejaia;Sorghum;27;30;13;17,
105;Algeria;297;Bejaia;Wheat;27;30;13;17,
105;Algeria;299;Biskra;Barley;24;31;11;15,
105;Algeria;299;Biskra;Sorghum;24;31;11;15,
105;Algeria;299;Biskra;Wheat;24;31;11;15,
105;Algeria;306;Medea;Barley;27;36;14;17,
105;Algeria;306;Medea;Sorghum;27;36;14;17,
105;Algeria;306;Medea;Wheat;27;36;14;17,
105;Algeria;376;Jijel;Barley;26;28;16;18,
105;Algeria;376;Jijel;Sorghum;26;28;16;18,
105;Algeria;376;Jijel;Wheat;26;28;16;18,
105;Algeria;413;Bouira;Barley;28;34;15;17,
105;Algeria;413;Bouira;Sorghum;28;34;15;17,
105;Algeria;413;Bouira;Wheat;28;34;15;17,
105;Algeria;424;Mascara;Barley;28;36;12;17,
105;Algeria;424;Mascara;Sorghum;28;36;12;17,
105;Algeria;424;Mascara;Wheat;28;36;12;17,
105;Algeria;431;Tissemsilt;Barley;28;1;15;17,
105;Algeria;431;Tissemsilt;Sorghum;28;1;15;17,
105;Algeria;431;Tissemsilt;Wheat;28;1;15;17,
105;Algeria;440;Oran;Barley;29;34;12;16,
105;Algeria;440;Oran;Sorghum;29;34;12;16,
105;Algeria;440;Oran;Wheat;29;34;12;16,
105;Algeria;453;Ain-Defla;Barley;28;36;14;16,
105;Algeria;453;Ain-Defla;Sorghum;28;36;14;16,
105;Algeria;453;Ain-Defla;Wheat;28;36;14;16,
105;Algeria;455;Tebessa;Barley;25;3;15;17,
105;Algeria;455;Tebessa;Sorghum;25;3;15;17,
105;Algeria;455;Tebessa;Wheat;25;3;15;17,
105;Algeria;458;Souk-Ahras;Barley;27;2;15;17,
105;Algeria;458;Souk-Ahras;Sorghum;27;2;15;17,
105;Algeria;458;Souk-Ahras;Wheat;27;2;15;17,
105;Algeria;685;Batna;Barley;25;3;15;17,
105;Algeria;685;Batna;Sorghum;25;3;15;17,
105;Algeria;685;Batna;Wheat;25;3;15;17,
105;Algeria;704;Chlef;Barley;27;36;13;17,
105;Algeria;704;Chlef;Sorghum;27;36;13;17,
105;Algeria;704;Chlef;Wheat;27;36;13;17,
105;Algeria;713;Annaba;Barley;26;33;15;17,
105;Algeria;713;Annaba;Sorghum;26;33;15;17,
105;Algeria;713;Annaba;Wheat;26;33;15;17,
105;Algeria;714;Djelfa;Barley;27;33;14;17,
105;Algeria;714;Djelfa;Sorghum;27;33;14;17,
105;Algeria;714;Djelfa;Wheat;27;33;14;17,
105;Algeria;716;Sidi Bel Abbes;Barley;27;35;14;17,
105;Algeria;716;Sidi Bel Abbes;Sorghum;27;35;14;17,
105;Algeria;716;Sidi Bel Abbes;Wheat;27;35;14;17,
105;Algeria;717;Boumerdes;Barley;28;31;14;17,
105;Algeria;717;Boumerdes;Sorghum;28;31;14;17,
105;Algeria;717;Boumerdes;Wheat;28;31;14;17,
105;Algeria;718;Tipaza;Barley;27;32;14;17,
105;Algeria;718;Tipaza;Sorghum;27;32;14;17,
105;Algeria;718;Tipaza;Wheat;27;32;14;17,
105;Algeria;720;Constantine;Barley;27;36;15;17,
105;Algeria;720;Constantine;Sorghum;27;36;15;17,
105;Algeria;720;Constantine;Wheat;27;36;15;17,
105;Algeria;725;Laghouat;Barley;27;31;15;17,
105;Algeria;725;Laghouat;Sorghum;27;31;15;17,
105;Algeria;725;Laghouat;Wheat;27;31;15;17,
105;Algeria;726;El-Tarf;Barley;26;31;15;17,
105;Algeria;726;El-Tarf;Sorghum;26;31;15;17,
105;Algeria;726;El-Tarf;Wheat;26;31;15;17,
105;Algeria;729;Mostaganem;Barley;27;35;13;17,
105;Algeria;729;Mostaganem;Sorghum;27;35;13;17,
105;Algeria;729;Mostaganem;Wheat;27;35;13;17,
105;Algeria;730;M'Sila;Barley;26;32;14;16,
105;Algeria;730;M'Sila;Sorghum;26;32;14;17,
105;Algeria;730;M'Sila;Wheat;26;32;14;17,
105;Algeria;733;Saida;Barley;28;35;14;17,
105;Algeria;733;Saida;Sorghum;28;35;14;17,
105;Algeria;733;Saida;Wheat;28;35;14;17,
105;Algeria;735;Tiaret;Barley;27;1;14;17,
105;Algeria;735;Tiaret;Sorghum;27;1;14;17,
105;Algeria;735;Tiaret;Wheat;27;1;14;17,
105;Algeria;742;Tizi Ouzou;Barley;27;31;15;17,
105;Algeria;742;Tizi Ouzou;Sorghum;27;31;15;17,
105;Algeria;742;Tizi Ouzou;Wheat;27;31;15;17,
108;Bolivia;1899;Chuquisaca;Barley (Second);33;35;13;17,
108;Bolivia;1899;Chuquisaca;Maize;30;34;12;16,
108;Bolivia;1899;Chuquisaca;Potatoes;30;34;12;16,
108;Bolivia;1899;Chuquisaca;Soybean;31;33;12;16,
